name,listening count,Z-score,IQR_meth
Foals,11049,0.21,True
"Royce da 5'9""",11042,0.21,True
Poison,11031,0.21,True
Shiny Toy Guns,11024,0.21,True
VNV Nation,11012,0.21,True
Spandau Ballet,10998,0.21,True
Os Mutantes,10997,0.21,True
Electronic,10949,0.21,True
Machine Head,10906,0.2,True
Rascal Flatts,10902,0.2,True
Άννα Βισση,10896,0.2,True
Cypress Hill,10882,0.2,True
Queensrÿche,10875,0.2,True
Ulver,10861,0.2,True
Gustavo Cerati,10822,0.2,True
Buddy Holly,10801,0.2,True
DIR EN GREY,10791,0.2,True
Tribraco,10776,0.2,True
Automatic Loveletter,10768,0.2,True
Kenny Chesney,10765,0.2,True
Creed,10754,0.2,True
Eddie Vedder,10741,0.2,True
Ayreon,10738,0.2,True
Kontrafakt,10726,0.2,True
36 Crazyfists,10722,0.2,True
Billy Joel,10670,0.2,True
T. Rex,10651,0.2,True
Brian Eno,10648,0.2,True
Kurt Vile,10647,0.2,True
Biffy Clyro,10646,0.2,True
HammerFall,10643,0.2,True
LCD Soundsystem,10640,0.2,True
Klaus Badelt,10627,0.2,True
Testament,10599,0.2,True
Armin van Buuren,10577,0.2,True
Holdcut,10574,0.2,True
Scar Symmetry,10547,0.19,True
Jamie Cullum,10506,0.19,True
Mr. Big,10505,0.19,True
Beatsteaks,10490,0.19,True
Nick Drake,10476,0.19,True
Drowning Pool,10468,0.19,True
Ratatat,10462,0.19,True
Devo,10456,0.19,True
Steve Jablonsky,10450,0.19,True
Fever Ray,10447,0.19,True
The Vines,10419,0.19,True
Relient K,10401,0.19,True
Stone Temple Pilots,10379,0.19,True
Godsmack,10373,0.19,True
Benoît Pioulard,10370,0.19,True
Britt Nicole,10354,0.19,True
Nephew,10340,0.19,True
Bernard Butler,10332,0.19,True
Robert Pattinson,10310,0.19,True
Ivete Sangalo,10309,0.19,True
Passion Pit,10282,0.19,True
Schiller,10264,0.19,True
Celldweller,10234,0.19,True
Circa Survive,10231,0.18,True
TLC,10228,0.18,True
Chuck Berry,10218,0.18,True
Era,10199,0.18,True
Prefuse 73,10193,0.18,True
The B-52's,10193,0.18,True
Finch,10180,0.18,True
Madvillain,10179,0.18,True
Tenacious D,10162,0.18,True
Billy Bragg,10149,0.18,True
Miles Davis,10139,0.18,True
†‡†,10134,0.18,True
Apoptygma Berzerk,10125,0.18,True
The Sisters of Mercy,10122,0.18,True
Stevie Wonder,10110,0.18,True
Yes,10098,0.18,True
L'Arc~en~Ciel,10086,0.18,True
DJ Shadow,10078,0.18,True
Caliban,10065,0.18,True
Alter Bridge,10040,0.18,True
The Runaways,10035,0.18,True
Sarah McLachlan,10032,0.18,True
Confide,10011,0.18,True
Thompson Twins,10010,0.18,True
Ryan Leslie,10007,0.18,True
The Bravery,10007,0.18,True
7раса,10004,0.18,True
A Rocket to the Moon,9997,0.18,True
Flotation Toy Warning,9975,0.18,True
Laura Marling,9968,0.18,True
Dr. Dre,9959,0.18,True
Ляпис Трубецкой,9941,0.18,True
Something Corporate,9935,0.18,True
Amon Tobin,9929,0.18,True
Mesh,9928,0.18,True
Phil Collins,9848,0.17,True
From First to Last,9848,0.17,True
Brian Littrell,9845,0.17,True
Melvins,9843,0.17,True
In Fear and Faith,9835,0.17,True
Fuel,9812,0.17,True
Despised Icon,9804,0.17,True
Kill Hannah,9801,0.17,True
James Horner,9799,0.17,True
Clan of Xymox,9786,0.17,True
the GazettE,9771,0.17,True
The Alan Parsons Project,9762,0.17,True
The Raveonettes,9757,0.17,True
Feeder,9751,0.17,True
Zero 7,9750,0.17,True
Four Year Strong,9744,0.17,True
Yo La Tengo,9730,0.17,True
Two Door Cinema Club,9716,0.17,True
Nina Simone,9714,0.17,True
Móveis Coloniais de Acaju,9706,0.17,True
Pierce the Veil,9670,0.17,True
Sodom,9670,0.17,True
Hellogoodbye,9669,0.17,True
Panda Bear,9660,0.17,True
Gang Starr,9652,0.17,True
OutKast,9649,0.17,True
Trapt,9633,0.17,True
DJ BoBo,9630,0.17,True
MF DOOM,9627,0.17,True
Combichrist,9621,0.17,True
RoBERT,9615,0.17,True
The Presets,9611,0.17,True
Behemoth,9564,0.17,True
Asia,9563,0.17,True
Venetian Snares,9562,0.17,True
Ajda Pekkan,9506,0.16,True
Plumb,9502,0.16,True
Split Enz,9498,0.16,True
Tina Turner,9498,0.16,True
Tony Yayo,9498,0.16,True
Devin Townsend,9490,0.16,True
Hall & Oates,9482,0.16,True
Shannon Noll,9453,0.16,True
Ólafur Arnalds,9433,0.16,True
Jon McLaughlin,9420,0.16,True
Jewel,9412,0.16,True
Ill Niño,9409,0.16,True
Hande Yener,9408,0.16,True
Madball,9404,0.16,True
We The Kings,9381,0.16,True
Razorlight,9380,0.16,True
Icehouse,9357,0.16,True
Jason Derülo,9357,0.16,True
Bob Sinclar,9354,0.16,True
Notorious B.I.G.,9340,0.16,True
Hey,9338,0.16,True
DevilDriver,9334,0.16,True
Eddie Cochran,9326,0.16,True
Fantômas,9316,0.16,True
De La Soul,9305,0.16,True
Veil of Maya,9290,0.16,True
Machinae Supremacy,9290,0.16,True
Einstürzende Neubauten,9283,0.16,True
Covenant,9256,0.16,True
Neutral Milk Hotel,9255,0.16,True
The Black Dahlia Murder,9244,0.16,True
Tim McGraw,9234,0.16,True
Lupe Fiasco,9223,0.16,True
Big Time Rush,9212,0.16,True
Detonautas Roque Clube,9192,0.15,True
Plaid,9192,0.15,True
Alphabeat,9185,0.15,True
Antonio Vivaldi,9144,0.15,True
Crash Test Dummies,9124,0.15,True
Cynic,9117,0.15,True
Rachel Stevens,9117,0.15,True
Meg & Dia,9108,0.15,True
The Dresden Dolls,9101,0.15,True
EMF,9097,0.15,True
Die Ärzte,9084,0.15,True
Emily Osment,9083,0.15,True
The Horrors,9069,0.15,True
Eths,9038,0.15,True
Jack's Mannequin,9037,0.15,True
Millencolin,8993,0.15,True
Sheryl Crow,8976,0.15,True
Sex Pistols,8969,0.15,True
"Drop Dead, Gorgeous",8969,0.15,True
Dimmu Borgir,8963,0.15,True
M. Pokora,8961,0.15,True
Soda Stereo,8961,0.15,True
Rhapsody of Fire,8949,0.15,True
L'Âme Immortelle,8905,0.15,True
Bloodhound Gang,8902,0.15,True
After the Burial,8864,0.14,True
Unnaddarè,8833,0.14,True
Alexander Rybak,8808,0.14,True
The Album Leaf,8806,0.14,True
DonGURALesko,8796,0.14,True
Radical Face,8772,0.14,True
Jamiroquai,8747,0.14,True
Ladyhawke,8736,0.14,True
Augustana,8734,0.14,True
Bryan Adams,8728,0.14,True
Shontelle,8727,0.14,True
Enrique Bunbury,8699,0.14,True
Burzum,8687,0.14,True
:wumpscut:,8685,0.14,True
Bon Iver,8673,0.14,True
Sonny Black & Frank White,8665,0.14,True
The Magnetic Fields,8658,0.14,True
大塚愛,8650,0.14,True
Hanni Kohl,8648,0.14,True
Ariel Ramírez,8643,0.14,True
Neo,8636,0.14,True
Amorphis,8635,0.14,True
Skank,8633,0.14,True
Monica,8630,0.14,True
UNKLE,8627,0.14,True
Sting,8625,0.14,True
Scooter,8600,0.14,True
Agalloch,8587,0.14,True
KMFDM,8570,0.14,True
Underworld,8564,0.14,True
Cream,8561,0.14,True
Camera Obscura,8554,0.14,True
Little Joy,8518,0.13,True
Sick Puppies,8513,0.13,True
Mara Maravilha,8511,0.13,True
Thomas Newman,8486,0.13,True
Joanna Newsom,8460,0.13,True
Eagles,8451,0.13,True
Dope,8447,0.13,True
Dead Kennedys,8427,0.13,True
Talking Heads,8415,0.13,True
Bear McCreary,8395,0.13,True
Eisley,8387,0.13,True
Die Toten Hosen,8387,0.13,True
No Angels,8372,0.13,True
Born of Osiris,8350,0.13,True
Rosa Tattooada,8348,0.13,True
The Fall of Troy,8345,0.13,True
The Sounds,8324,0.13,True
Marcelo Adnet,8320,0.13,True
Nujabes,8317,0.13,True
Loreena McKennitt,8317,0.13,True
Erykah Badu,8316,0.13,True
Scars on Broadway,8313,0.13,True
Jorge & Mateus,8310,0.13,True
Daddy Yankee,8299,0.13,True
Jet,8289,0.13,True
Guano Apes,8268,0.13,True
Elliot Minor,8267,0.13,True
The Stone Roses,8255,0.13,True
Diorama,8248,0.13,True
Reba McEntire,8247,0.13,True
Tycho,8245,0.13,True
Isis,8236,0.13,True
Supertramp,8235,0.13,True
In This Moment,8231,0.13,True
Claudia Leitte,8219,0.13,True
Cinema Bizarre,8214,0.13,True
Mushroomhead,8192,0.13,True
Delain,8180,0.12,True
The Rakes,8167,0.12,True
Cássia Eller,8161,0.12,True
Brandon Flowers,8147,0.12,True
Shinedown,8140,0.12,True
Nevermore,8140,0.12,True
Dirty Pretty Things,8138,0.12,True
Lacrimosa,8135,0.12,True
Cueio Limão,8135,0.12,True
Gyurcsány Feree és a Mardel,8131,0.12,True
Savage Garden,8120,0.12,True
Jónsi & Alex,8093,0.12,True
Kult,8091,0.12,True
Jay Vaquer,8082,0.12,True
Thousand Foot Krutch,8077,0.12,True
Alexz Johnson,8070,0.12,True
Ленинград,8066,0.12,True
Copeland,8056,0.12,True
My Morning Jacket,8053,0.12,True
The Living End,8019,0.12,True
Super Junior,8019,0.12,True
Diary of Dreams,8012,0.12,True
Nouvelle Vague,8011,0.12,True
Philip Glass,8010,0.12,True
Phillip Boa & The Voodooclub,8006,0.12,True
The Raconteurs,7994,0.12,True
Wire,7993,0.12,True
Miss May I,7981,0.12,True
No Age,7979,0.12,True
No Use for a Name,7973,0.12,True
High School Musical,7958,0.12,True
Woods,7949,0.12,True
Before Their Eyes,7945,0.12,True
Amanda Jenssen,7943,0.12,True
Gabriella Cilmi,7939,0.12,True
Deathstars,7938,0.12,True
Skye Sweetnam,7936,0.12,True
Bidê ou Balde,7932,0.12,True
Darkest Hour,7929,0.12,True
Dixie Chicks,7922,0.12,True
Tokyo Police Club,7901,0.12,True
Vanessa Paradis,7893,0.12,True
Art of Noise,7887,0.12,True
Frédéric Chopin,7878,0.12,True
Institute,7875,0.12,True
Elvis Costello,7870,0.12,True
Groove Armada,7853,0.12,True
Vivian Girls,7851,0.12,True
Book of Love,7844,0.11,True
Fort Minor,7834,0.11,True
Gossip,7833,0.11,True
Ducktails,7832,0.11,True
Carter Burwell,7827,0.11,True
Moving Mountains,7819,0.11,True
Jack Off Jill,7811,0.11,True
Kalomoira,7804,0.11,True
Дельфин,7797,0.11,True
Immediate Music,7796,0.11,True
Soap&Skin,7793,0.11,True
Blackmore's Night,7788,0.11,True
RuPaul,7775,0.11,True
Lesiëm,7768,0.11,True
Crystal Stilts,7763,0.11,True
Empire of the Sun,7745,0.11,True
Leonard Cohen,7717,0.11,True
Five Finger Death Punch,7699,0.11,True
D-Bo,7666,0.11,True
Peter Gabriel,7664,0.11,True
Streetlight Manifesto,7663,0.11,True
Flogging Molly,7655,0.11,True
Dead by Sunrise,7649,0.11,True
Missy Higgins,7646,0.11,True
Pato Fu,7624,0.11,True
mewithoutYou,7620,0.11,True
Above & Beyond,7613,0.11,True
Nicholas Hooper,7611,0.11,True
The Hush Sound,7608,0.11,True
Jonathan Larson,7594,0.11,True
Mike Oldfield,7592,0.11,True
Aesop Rock,7571,0.11,True
Hilary Chow,7566,0.11,True
Manchester Orchestra,7564,0.11,True
Ashbury Heights,7561,0.11,True
Doda,7554,0.11,True
Simian Mobile Disco,7553,0.11,True
José González,7548,0.11,True
The Trash Can Sinatras,7546,0.11,True
Danny,7543,0.11,True
D'espairsRay,7538,0.11,True
The Cribs,7522,0.11,True
Kalmah,7514,0.11,True
Staind,7506,0.11,True
Sabertooth Zombie,7500,0.1,True
Pig Destroyer,7494,0.1,True
Atmosphere,7494,0.1,True
Moderat,7491,0.1,True
Ray LaMontagne,7488,0.1,True
Angelo Badalamenti,7474,0.1,True
Los Campesinos!,7471,0.1,True
Demon Hunter,7464,0.1,True
Tricky,7461,0.1,True
Blue Öyster Cult,7456,0.1,True
Final Fantasy,7437,0.1,True
Exodus,7434,0.1,True
Bryan Ferry,7431,0.1,True
Hillsong,7425,0.1,True
"You, Me, and Everyone We Know",7423,0.1,True
Gretchen Wilson,7411,0.1,True
They Might Be Giants,7406,0.1,True
Ministry,7400,0.1,True
Dinosaur Jr.,7383,0.1,True
Paolo Nutini,7382,0.1,True
B2ST,7379,0.1,True
The Brian Jonestown Massacre,7377,0.1,True
Four Tet,7362,0.1,True
Backyard Babies,7349,0.1,True
Emma Bunton,7343,0.1,True
Ghostlimb,7342,0.1,True
Silversun Pickups,7331,0.1,True
This Mortal Coil,7326,0.1,True
The Drums,7322,0.1,True
Slowdive,7314,0.1,True
Boston,7251,0.1,True
Overkill,7246,0.1,True
Owen,7245,0.1,True
티아라,7238,0.1,True
The Flaming Lips,7237,0.1,True
ABC,7218,0.1,True
The Jam,7215,0.1,True
Luan Santana,7214,0.1,True
The-Dream,7209,0.1,True
Marduk,7207,0.1,True
Of Mice & Men,7198,0.1,True
James,7191,0.1,True
Ludov,7184,0.1,True
Cachorro Grande,7175,0.1,True
Puddle of Mudd,7175,0.1,True
Kudai,7170,0.1,True
Nik Kershaw,7163,0.09,True
Kool Savas,7152,0.09,True
Framing Hanley,7151,0.09,True
Nasum,7147,0.09,True
ZZ Top,7144,0.09,True
Cool Kids of Death,7121,0.09,True
William Fitzsimmons,7115,0.09,True
Cold,7112,0.09,True
she,7110,0.09,True
蔡依林,7097,0.09,True
Against Me!,7095,0.09,True
Emilie Simon,7088,0.09,True
iamamiwhoami,7080,0.09,True
Omnia,7079,0.09,True
Aretha Franklin,7064,0.09,True
311,7059,0.09,True
Sandy e Junior,7056,0.09,True
Front 242,7054,0.09,True
Hinder,7042,0.09,True
Atari Teenage Riot,7019,0.09,True
Santigold,7016,0.09,True
Walls of Jericho,7002,0.09,True
Edwyn Collins,6999,0.09,True
I Set My Friends On Fire,6987,0.09,True
Jónsi,6986,0.09,True
Sabaton,6980,0.09,True
Halou,6967,0.09,True
"Sqad Up, Lil Wayne",6962,0.09,True
Gene Vincent,6953,0.09,True
Gavin DeGraw,6945,0.09,True
2PM,6937,0.09,True
Justin Nozuka,6932,0.09,True
Late of the Pier,6928,0.09,True
Stars of the Lid,6925,0.09,True
The Cramps,6920,0.09,True
Rouge,6920,0.09,True
Morbid Angel,6908,0.09,True
Bee Gees,6894,0.09,True
Velvet Acid Christ,6891,0.09,True
Bondage Fairies,6887,0.09,True
Agnetha Fältskog,6886,0.09,True
Orbital,6885,0.09,True
Dropkick Murphys,6883,0.09,True
happysad,6881,0.09,True
OK Go,6877,0.09,True
Hadise,6877,0.09,True
Christina Milian,6870,0.09,True
Crossfade,6867,0.09,True
Julieta Venegas,6855,0.09,True
The Gaslight Anthem,6846,0.09,True
Jerry Lee Lewis,6834,0.09,True
Yelle,6833,0.09,True
Team Sleep,6829,0.09,True
Thin Lizzy,6829,0.09,True
The Beatmasters,6823,0.09,True
Lee Ryan,6798,0.08,True
LeAnn Rimes,6798,0.08,True
Andrés Calamaro,6788,0.08,True
Dominik Eulberg,6786,0.08,True
Blood on the Dance Floor,6765,0.08,True
Craig Armstrong,6764,0.08,True
Ritual,6756,0.08,True
Animal ДжаZ,6749,0.08,True
Marco Masini,6740,0.08,True
Alejandro Sanz,6730,0.08,True
Vanguart,6727,0.08,True
Idina Menzel,6722,0.08,True
Comeback Kid,6713,0.08,True
Antônio Carlos Jobim,6712,0.08,True
Europe,6709,0.08,True
Billie Holiday,6706,0.08,True
Tin Tin Out,6704,0.08,True
The Temper Trap,6700,0.08,True
The Dandy Warhols,6699,0.08,True
Die Happy,6684,0.08,True
Crowded House,6673,0.08,True
Fatboy Slim,6656,0.08,True
Throbbing Gristle,6645,0.08,True
Rita Lee,6644,0.08,True
Yngwie Malmsteen,6634,0.08,True
Lenine,6630,0.08,True
Black Flag,6622,0.08,True
Sugarplum Fairy,6620,0.08,True
Captain Beefheart & His Magic Band,6619,0.08,True
The Bloody Beetroots,6617,0.08,True
Zeromancer,6615,0.08,True
Alien Sex Fiend,6612,0.08,True
Adema,6600,0.08,True
Ryan Cabrera,6595,0.08,True
The Power Station,6590,0.08,True
Au4,6574,0.08,True
Mr Hudson,6569,0.08,True
Brooks & Dunn,6564,0.08,True
We Are Scientists,6563,0.08,True
Vitamin C,6561,0.08,True
Paulina Rubio,6559,0.08,True
Assemblage 23,6556,0.08,True
The Pierces,6545,0.08,True
Elbow,6537,0.08,True
Propagandhi,6526,0.08,True
House vs. Hurricane,6524,0.08,True
Christian Death,6521,0.08,True
GACKT,6520,0.08,True
The Jesus and Mary Chain,6517,0.08,True
Wavves,6513,0.08,True
Mustafa Sandal,6507,0.08,True
Cine,6496,0.08,True
Max Richter,6495,0.08,True
The Appleseed Cast,6483,0.08,True
CRASHDÏET,6481,0.07,True
Kevin Devine,6475,0.07,True
Bonde do Rolê,6467,0.07,True
Dokken,6465,0.07,True
Emilíana Torrini,6443,0.07,True
Kent,6438,0.07,True
Our Lady Peace,6428,0.07,True
Mos Def,6426,0.07,True
Alan Jackson,6423,0.07,True
Hawthorne Heights,6422,0.07,True
Terror,6420,0.07,True
XTC,6417,0.07,True
Guster,6413,0.07,True
Santana,6391,0.07,True
Millionaires,6372,0.07,True
Diana Vickers,6370,0.07,True
Architects,6365,0.07,True
Handshakes And Highfives,6359,0.07,True
Кино,6357,0.07,True
Strike,6345,0.07,True
Subheim,6345,0.07,True
Lorraine,6342,0.07,True
Eric Saade,6337,0.07,True
Jedi Mind Tricks,6326,0.07,True
The Locust,6317,0.07,True
Mallu Magalhães,6317,0.07,True
Hasan Tayyar,6303,0.07,True
Jermaine Jackson,6302,0.07,True
Robin Thicke,6298,0.07,True
Iggy Pop,6293,0.07,True
Archive,6292,0.07,True
Godspeed You! Black Emperor,6290,0.07,True
Coma,6283,0.07,True
The Pipettes,6282,0.07,True
Marc Lavoine,6280,0.07,True
Vive la Fête,6258,0.07,True
A*Teens,6258,0.07,True
Joe Satriani,6255,0.07,True
Culture Club,6246,0.07,True
Everclear,6244,0.07,True
New Model Army,6242,0.07,True
Robi Draco Rosa,6242,0.07,True
Alan,6235,0.07,True
Tracy Chapman,6226,0.07,True
Marya Roxx,6220,0.07,True
This Will Destroy You,6212,0.07,True
Mae,6210,0.07,True
Howlin' Wolf,6204,0.07,True
Insite,6200,0.07,True
Grade 8,6193,0.07,True
Ani DiFranco,6193,0.07,True
Emmure,6192,0.07,True
Hubert Kah,6190,0.07,True
Seal,6187,0.07,True
Dusty Springfield,6187,0.07,True
Reação em Cadeia,6185,0.07,True
Cannibal Corpse,6185,0.07,True
We Came As Romans,6180,0.07,True
Times New Viking,6178,0.07,True
Ария,6177,0.07,True
The Dead Weather,6171,0.07,True
Faith Hill,6167,0.07,True
Parque En El Espacio,6166,0.07,True
Pennywise,6160,0.07,True
Steve Appleton,6148,0.07,True
Whitechapel,6145,0.07,True
+44,6127,0.06,True
Yellow Magic Orchestra,6126,0.06,True
Dolphin,6125,0.06,True
Fresh Cherries From Yakima,6110,0.06,True
"Woe, Is Me",6097,0.06,True
Mr. Bungle,6096,0.06,True
Betty Boo,6085,0.06,True
Electrocute,6081,0.06,True
Deerhoof,6067,0.06,True
Zebrahead,6067,0.06,True
Robert Johnson,6062,0.06,True
A Tribe Called Quest,6055,0.06,True
Blood Stain Child,6052,0.06,True
Beeshop,6052,0.06,True
Alcazar,6049,0.06,True
The Hellacopters,6048,0.06,True
Mudvayne,6048,0.06,True
Meshuggah,6046,0.06,True
Carnifex,6043,0.06,True
Paul Weller,6037,0.06,True
12 Stones,6034,0.06,True
Matt & Kim,6031,0.06,True
Сплин,6031,0.06,True
Agnes,6029,0.06,True
Tactical Sekt,6022,0.06,True
Aaron Carter,6007,0.06,True
Bomb the Bass,6006,0.06,True
Zombina and the Skeletones,5989,0.06,True
Foetus,5988,0.06,True
The Yardbirds,5986,0.06,True
Julian Casablancas,5985,0.06,True
中島美嘉,5981,0.06,True
Muddy Waters,5980,0.06,True
Carla Bruni,5975,0.06,True
Raekwon,5970,0.06,True
Twisted Sister,5969,0.06,True
The Tea Party,5967,0.06,True
Maysa,5965,0.06,True
Bathory,5963,0.06,True
Diante do Trono,5955,0.06,True
Bone Thugs-N-Harmony,5952,0.06,True
Tarkan,5949,0.06,True
Gov't Mule,5947,0.06,True
Mark Lanegan,5945,0.06,True
The Cooper Temple Clause,5938,0.06,True
Architecture in Helsinki,5937,0.06,True
Hypocrisy,5933,0.06,True
Bombay Bicycle Club,5926,0.06,True
The Monkees,5922,0.06,True
Sarah Connor,5921,0.06,True
The Game,5920,0.06,True
Scott Walker,5919,0.06,True
Colony 5,5909,0.06,True
Gnarls Barkley,5905,0.06,True
雅-MIYAVI-,5901,0.06,True
HIGH and MIGHTY COLOR,5894,0.06,True
Farben Lehre,5891,0.06,True
I Killed the Prom Queen,5874,0.06,True
Julianne Hough,5860,0.06,True
The Adicts,5855,0.06,True
Basement Jaxx,5854,0.06,True
Trading Yesterday,5848,0.06,True
Violins,5839,0.06,True
Visage,5834,0.06,True
Deep Forest,5831,0.06,True
Public Enemy,5831,0.06,True
Toro y Moi,5812,0.06,True
Best Coast,5812,0.06,True
mind.in.a.box,5800,0.06,True
いきものがかり,5798,0.05,True
Greeley Estates,5790,0.05,True
Ray Charles,5790,0.05,True
Maria Bethânia,5787,0.05,True
Marek Grechuta,5784,0.05,True
Red Flag,5779,0.05,True
Strike Anywhere,5775,0.05,True
The 69 Eyes,5768,0.05,True
Jeremy Camp,5767,0.05,True
I Blame Coco,5753,0.05,True
Camille,5750,0.05,True
Edyta Górniak,5749,0.05,True
Tiziano Ferro,5744,0.05,True
Yezda Urfa,5732,0.05,True
Bell X1,5719,0.05,True
KoЯn,5713,0.05,True
Devin Townsend Project,5712,0.05,True
NLT,5709,0.05,True
Chakuza,5701,0.05,True
Tequila Baby,5699,0.05,True
HorrorPops,5690,0.05,True
Eluvium,5687,0.05,True
Sissel,5687,0.05,True
Alestorm,5685,0.05,True
After Forever,5676,0.05,True
Mansun,5666,0.05,True
The Black Crowes,5657,0.05,True
Belanova,5652,0.05,True
Eve,5650,0.05,True
Stacie Orrico,5636,0.05,True
B.B. King,5630,0.05,True
Ghostface Killah,5630,0.05,True
Dean Geyer,5615,0.05,True
The Surf Coasters,5601,0.05,True
Paul Kalkbrenner,5593,0.05,True
Craig David,5585,0.05,True
Annie,5583,0.05,True
Ewa Farna,5576,0.05,True
Joan Baez,5576,0.05,True
Nuclear Assault,5575,0.05,True
Elis Regina,5571,0.05,True
Timbaland & Magoo,5571,0.05,True
Zoé,5570,0.05,True
Pyranja,5565,0.05,True
Kyuss,5559,0.05,True
平沢進,5553,0.05,True
Paul Anka,5544,0.05,True
Stevie Ray Vaughan,5530,0.05,True
The Lightning Seeds,5529,0.05,True
Journey,5527,0.05,True
The Matches,5515,0.05,True
Mike Patton,5513,0.05,True
Kyte,5512,0.05,True
All Shall Perish,5498,0.05,True
Morphine,5498,0.05,True
Milburn,5494,0.05,True
Prefab Sprout,5491,0.05,True
Real Estate,5489,0.05,True
Ctrl-Alt-Delete,5489,0.05,True
Caetano Veloso,5487,0.05,True
ギルガメッシュ,5482,0.05,True
The Wombats,5480,0.05,True
Sinéad O'Connor,5470,0.05,True
Luis Miguel,5468,0.05,True
Kajagoogoo,5468,0.05,True
Ol' Dirty Bastard,5462,0.05,True
菅野よう子,5460,0.05,True
Annie Lennox,5448,0.04,True
Chelsea Grin,5445,0.04,True
Dysphoria,5444,0.04,True
Christian Chávez,5442,0.04,True
Secret Garden,5438,0.04,True
Foreigner,5428,0.04,True
Måns Zelmerlöw,5427,0.04,True
Clare Maguire,5424,0.04,True
D.R.I.,5421,0.04,True
Doves,5414,0.04,True
Saint Etienne,5410,0.04,True
James Brown,5404,0.04,True
Brown Eyed Girls,5403,0.04,True
Armor for Sleep,5402,0.04,True
Emmy Rossum,5400,0.04,True
A Flock of Seagulls,5399,0.04,True
Saliva,5378,0.04,True
Mombojó,5377,0.04,True
Blood Red Shoes,5374,0.04,True
At the Drive-In,5374,0.04,True
Municipal Waste,5373,0.04,True
The Spill Canvas,5368,0.04,True
Van der Graaf Generator,5357,0.04,True
Psychic TV,5357,0.04,True
Harry Gregson-Williams,5349,0.04,True
Sugar Kane,5348,0.04,True
Cat Stevens,5342,0.04,True
Blacklisted,5342,0.04,True
The John Butler Trio,5340,0.04,True
Lords of Acid,5339,0.04,True
Billy Ray Cyrus,5329,0.04,True
KSU,5322,0.04,True
Voxtrot,5313,0.04,True
The Perishers,5310,0.04,True
Frontside,5308,0.04,True
Display,5304,0.04,True
Xiu Xiu,5297,0.04,True
Oingo Boingo,5289,0.04,True
XXX Maniak,5279,0.04,True
Annihilator,5277,0.04,True
Kitaro,5266,0.04,True
Clap Your Hands Say Yeah,5264,0.04,True
Rock Rocket,5264,0.04,True
The Wreckers,5261,0.04,True
Au Revoir Simone,5259,0.04,True
Fugazi,5255,0.04,True
Plastiscines,5254,0.04,True
Krystal Meyers,5247,0.04,True
Set Your Goals,5244,0.04,True
嵐,5229,0.04,True
Mini k Bros,5227,0.04,True
Kaizers Orchestra,5226,0.04,True
Klaus Nomi,5225,0.04,True
Sezen Aksu,5221,0.04,True
Stereolab,5221,0.04,True
Raven-Symoné,5216,0.04,True
The Clientele,5213,0.04,True
Immortal,5211,0.04,True
Groove Coverage,5211,0.04,True
Weird Al Yankovic,5210,0.04,True
Neilos,5208,0.04,True
We Are the Fallen,5206,0.04,True
The Hillbilly Moon Explosion,5205,0.04,True
La Oreja de Van Gogh,5204,0.04,True
M. Ward,5203,0.04,True
Her Bright Skies,5188,0.04,True
Tom Petty and the Heartbreakers,5187,0.04,True
JLS,5176,0.04,True
Soulfly,5176,0.04,True
Sunshine,5174,0.04,True
Włochaty,5172,0.04,True
My Life with the Thrill Kill Kult,5171,0.04,True
Bobby Valentino,5161,0.04,True
Последние Танки В Париже,5151,0.04,True
The Lonely Island,5140,0.04,True
From Autumn to Ashes,5136,0.04,True
Carbona,5130,0.04,True
Wham!,5128,0.04,True
Cash Cash,5122,0.04,True
Estopa,5120,0.04,True
The Bird and The Bee,5120,0.04,True
HORSE the band,5119,0.04,True
Haftbefehl,5109,0.03,True
Kasia Kowalska,5108,0.03,True
Running Wild,5100,0.03,True
Teenage Fanclub,5099,0.03,True
Fischerspooner,5097,0.03,True
Status Quo,5094,0.03,True
Nikka Costa,5090,0.03,True
Tiny Vipers,5089,0.03,True
Midnight Juggernauts,5089,0.03,True
梶浦由記,5087,0.03,True
Jóhann Jóhannsson,5085,0.03,True
Françoise Hardy,5083,0.03,True
Бригадный Подряд,5081,0.03,True
Moonspell,5080,0.03,True
Laibach,5076,0.03,True
Napalm Death,5075,0.03,True
Crass,5065,0.03,True
Yanni,5062,0.03,True
Otis Redding,5053,0.03,True
Straylight Run,5052,0.03,True
Yeasayer,5051,0.03,True
Forgotten Boys,5045,0.03,True
Theatres des Vampires,5045,0.03,True
Auf der Maur,5043,0.03,True
Rory Gallagher,5035,0.03,True
K.I.Z.,5034,0.03,True
Nando Reis,5030,0.03,True
Marsha Ambrosius,5026,0.03,True
Esmée Denters,5024,0.03,True
Axel Fernando,5022,0.03,True
Destruction,5019,0.03,True
Die Fantastischen Vier,5017,0.03,True
Heaven Shall Burn,5016,0.03,True
Püdelsi,5015,0.03,True
Juan Luis Guerra,5005,0.03,True
Ian Brown,5001,0.03,True
Vibrasphere,4997,0.03,True
The Acacia Strain,4988,0.03,True
Joe Brooks,4987,0.03,True
Mägo de Oz,4979,0.03,True
Secondhand Serenade,4964,0.03,True
Esthero,4962,0.03,True
Elisa,4958,0.03,True
Sondre Lerche,4957,0.03,True
Ryan Tedder,4952,0.03,True
Dethklok,4947,0.03,True
Savatage,4940,0.03,True
Jawbreaker,4938,0.03,True
As Blood Runs Black,4934,0.03,True
